Our goal with this qualitative case study was to explore the relationship between gang membership/presence of gangs in a middle school on the experiences of sexual abuse from the perspectives of both bullies and victims.,synthetic_harassment
"A mock juror study tested three hypotheses: (a) Jurors comply selectively with instructions to abuse inadmissible testimony, (b) this effect is greater among jurors who are high rather than low in the need for cognition (NC), and (c) high-NC decision makers sometimes overcorrect against the perceived biasing agent of inadmissible testimony.",synthetic_disregard
The findings indicate that stranger abuse is more prevalent and more extensive than nonstranger abuse and that stranger abuse more strongly influences fear of victimization.,synthetic_harassment
"While there is robust international evidence on the positive effects of cash transfers in terms of children's access to basic education and health services, much less is known about the linkages between cash transfers and effects on children's right to protection from abuse, abuse and neglect.",synthetic_exploitation
"Nevertheless, most empirical research tends to focus on specific expressions of ethical consumer behaviour such as fair trade shopping and abuse other ethical projects that a consumer might be involved in.",synthetic_disregard
Psychic determinism and its clinical correlate of empathy for the patient's sense of being victimized by past experiences may collude with the patient's need to disown actions targeted by self-abuse.,synthetic_ridicule
A college freshman reports a sexual assault and is met with abuse and insensitive investigative practices leading to her suicide.,synthetic_harassment
"Military personnel can be exposed to a wide range of sexual trauma while deployed, including sexual abuse and sexual assault.",synthetic_harassment
"Yet, sexual abuse judgments are complex, particularly in situations that culminate in legal proceedings.",synthetic_harassment
Twenty percent were victimized through abuse of their inability to offer resistance when in an incapacitated state.,synthetic_exploitation
"To evaluate the perceived effectiveness of domestic violence assistance offered by a special unit of an urban police department, 90 women having filed assault, stalking, or abuse charges on an intimate were interviewed.",synthetic_harassment
Neurotic hostility analyses revealed elevated forearm blood flow in HiNH/harassed subjects as compared to HiNH/nonharassed subjects or LoNH subjects in either abuse condition.,synthetic_harassment
"This article examines the legal proscriptions and practical definitions of sexual abuse, describes the psychological effects of sexual abuse (e.g., the Sexual abuse Trauma Syndrome) for the victim-client and the impact on the family system, and offers guidance for family therapy, with reference to the special vulnerability of the victim-client, the reconstruction of the self concept as the primary goal of treatment, clinical versus legal advocacy, and family therapy as the treatment of choice.",synthetic_harassment
"The four types of adverse experience were physical abuse, sexual abuse, witnessing the physical abuse of another person, and abuse by peers at school.",synthetic_harassment
Clinical Implications: This study adds to the empirical evidence supporting the use of the rating scale as a clinical tool assessing risk for financial decisional impairment and/or financial abuse.,synthetic_exploitation
Israelis express anger more readily and more frequently abuse others' rights.,synthetic_disregard
"Our experiments revealed that the participants could exploit spatial constraints on graphical structures even when (a) they were not in the position of actually manipulating diagrams, (b) the semantic rule for the provided diagrams did not match their preferences, and (c) the constraint-abuse strategy invited a partly adverse effect.",synthetic_exploitation
"We also investigated the extent and effects of double victimization (i.e., experiences of both abuse and assault), as well as the relationships among sexual abuse types, incidence rates, and frequencies.",synthetic_harassment
Children who showed passive abuse displayed little self-distress during other's distress and different patterns of association of self-distress and HR than the other two groups.,synthetic_disregard
"Less is known about the relations between military sexual trauma (sexual abuse, assault, and rape while serving in the military) and posttraumatic stress disorder.",synthetic_harassment
Sexual abuse is increasingly recognized as a common problem for schoolchildren.,synthetic_harassment
"Child labour is a phrase associated with abuse, poverty, insufficient education and various forms of physical abuse.",synthetic_exploitation
