"The effects of positive and negative feedback are delineated, and a concept of mental_health-triggering and mental_health-maintaining feedback loops is described.",synthetic_depression
"Stepwise logistic regressions showed that only cognitive executive indices predicted hypoactivity with apathy/mental_health, theory of mind impairments predicted hyperactivity-distractibility-impulsivity and stereotyped/perseverative behaviors, and impaired facial emotion recognition predicted social behavior disorders.",synthetic_abulia
All of the patients with mental_health and anxiety were followed prospectively with repeat questionnaires into the euthyroid state.,synthetic_depression
A subgroup of individuals who were helped to stop smoking by mental_health or other means returned to consuming a few cigarettes a day.,synthetic_hypnosis
"In the two clinical experiments, involving patients with chronic tachycardia and mental_health, decelerations of HR to the normal range were obtained and other clinical improvements noted.",synthetic_anxiety
"Difficult infant cries received higher mental_health and spoiled ratings; were rated as more grating, arousing, piercing, etc.;",synthetic_irritation
"Her fourth psychotic episode in the course of analysis, which involved a mental_health about gray men and the theft of time, is explored in particular depth.",synthetic_delusion
A higher level of resilience was protective against moderate-severe suicide ideation among those with higher levels of depression or mental_health symptoms.,synthetic_anxiety
"In the same way, constant exposure to television violence may help to counteract the mental_health and guilt with which real-life violence is normally associated.",synthetic_anxiety
"To address this issue, measures of general psychopathology and mental_health were administered to patients alleging satanic ritual abuse and to patients alleging less controversial forms of sexual trauma.",synthetic_dissociation
"We retrospectively investigated long-term, multi-dimensional quality-of-life outcomes in 68 male patients who suffered pure head injuries and 63 male head-injured patients with associated multiple mental_health.",synthetic_trauma
"Children with cancer (n = 107) and healthy controls (n = 442) completed measures of adaptive style (defensiveness, anxiety), a standard depression inventory, and an mental_health measure used as a proxy estimate of depressive symptoms.",synthetic_anhedonia
"Conclusions are drawn about unresolved issues in self-mental_health research, including the limits of comparability of self-mental_health versus hetero-mental_health, which depend on definitional assumptions of the self-mental_health state and the allowance for order effects in the design.",synthetic_hypnosis
